-0.29086,1.1652,-0.78335,0.11135,-0.036109,-0.60321,-0.44154,-0.16779,0.96236,-0.30637,1.033,0.24978,0.28387,-0.15754,0.44742,-0.72983,-0.3715,-0.67302,-0.48309,0.40793
-0.29086,-0.65147,-0.61405,-0.62909,1.6798,-0.78955,-0.52344,0.55106,-0.50978,0.89746,-0.072351,-0.74041,0.55106,-0.10713,-0.42356,-0.22104,-0.3715,-0.63003,-0.45664,-0.27396
-0.29086,-0.81876,-0.77486,-0.19819,-0.5028,-0.79124,-1.1156,0.46125,-1.0291,-1.0937,-0.18741,-0.58524,0.024825,-1.3118,-0.45849,-0.78463,-0.3715,-0.4745,-0.79544,-0.073197
1.0283,-0.5946,-1.0376,-0.68721,0.25053,-1.2297,-0.83941,0.55221,-1.269,-1.197,1.6794,0.43507,-0.47292,-1.4287,-0.29003,-0.40219,3.1238,-0.32003,-0.93681,-1.5673
-0.29086,-0.48595,-0.77719,1.2488,0.81282,2.0603,-0.43737,0.55327,-0.92386,-0.49272,1.6522,0.29698,0.507,-0.98119,0.68662,-0.53096,-0.3715,-0.62514,-0.84182,0.31279
-0.29086,0.85343,0.16262,0.10141,-0.49763,0.59574,0.92781,-0.73718,-0.80539,-1.4053,1.2515,0.33572,-0.0036413,-0.10655,0.18527,-0.30923,-0.3715,-0.60317,-0.5843,-0.098964
-0.29086,0.19291,-0.71748,-1.1833,-0.43054,-1.0232,3.4276,0.48386,1.9909,2.4069,-0.73131,-0.73393,0.46124,2.4801,-1.0522,1.6429,-0.3715,2.5231,2.4309,-0.63231
-0.29086,1.1635,-0.82378,-0.15759,0.71216,-0.17611,2.5098,0.28393,2.4719,2.067,-1.5655,-0.37402,0.3017,2.4668,-0.3104,1.7592,-0.3715,1.3816,1.3672,-0.21342
-0.29086,-0.44215,-0.029429,-0.065659,-0.2451,-0.053919,0.72427,-0.14433,1.7283,1.5413,-0.34967,0.56313,-0.16677,2.2418,-1.1737,1.7277,-0.3715,0.47293,1.3961,-0.071679
0.34972,-0.17716,-0.92899,-1.0159,-0.55231,-1.1972,1.6012,0.48386,-0.25752,0.0055163,-1.3297,-0.96582,0.46109,-0.20667,-0.95286,0.54061,3.1238,-0.84635,0.067667,-0.45283
0.21343,-0.41309,-0.8763,-0.46758,-0.40899,-0.12768,-0.26002,-2.8393,0.45168,0.93815,-1.6504,-1.0139,0.48386,0.0098488,0.07755,0.29449,1.0266,-0.69782,0.21666,-0.6664
1.7257,-0.64034,-0.99902,-2.6815,-0.50252,-1.4639,0.80012,-0.30633,0.093777,0.41774,-1.6591,-0.94943,0.43871,-0.25488,-1.2267,0.42843,4.5219,-0.91031,0.36489,-0.76294
0.10177,-0.76786,-0.43804,-1.7503,-0.53327,-1.0749,1.2999,0.43895,-0.67355,0.44668,-0.65985,-0.9248,0.39403,-0.45151,-1.7145,0.077954,2.0752,-0.54519,0.072739,-0.36084
-0.29086,0.67524,1.0356,-0.81192,-0.39947,-0.85968,-1.1099,-0.36973,2.2009,3.9043,-0.43058,-0.9036,-0.39344,1.5512,-0.49569,3.1941,-0.3715,-0.90984,3.7715,1.4331
-0.29086,0.14168,-0.44226,-1.2241,-0.35093,-1.0155,-0.39655,0.12268,0.21026,1.1161,-1.5068,0.71611,-0.011877,0.95567,0.30189,-0.47596,-0.3715,-0.98991,-0.56479,-0.30062
-0.29086,-0.050749,-0.90684,-1.2727,-0.40997,-0.92352,0.20326,0.22304,-0.364,-1.5008,-1.768,-0.89112,0.43644,0.66609,-1.5604,-0.2607,-0.3715,0.23364,-0.088283,-1.6311
-0.29086,-0.26035,1.4454,0.37841,0.73452,-0.31999,0.46687,0.050803,0.074309,0.95523,0.52738,0.10942,0.43828,0.43771,0.92786,-0.0012247,-0.3715,-0.19564,0.21536,-0.039594
2.7841,3.0587,-0.53938,0.12922,-0.037632,0.39354,1.7809,0.31818,0.32154,0.68897,0.51862,-0.45198,-0.19703,0.32498,-0.23355,-1.1551,0.67709,-0.17376,-1.0192,-0.74998
-0.29086,0.26829,-0.56972,0.23212,-0.29625,0.47755,1.2892,-0.029074,-0.41152,1.2522,-0.74802,-0.92942,-0.58287,-0.71274,0.36349,0.17723,-0.3715,-0.017757,0.34925,-0.066746
