-0.29086,-0.86323,-0.1703,2.1938,-0.028437,2.3442,-0.81786,0.063946,-1.0694,-0.80455,1.5222,-0.40227,0.43966,-1.5525,0.62428,-0.95198,-0.3715,-0.80055,-0.047373,1.1024
-0.29086,-0.67302,-0.3117,0.5688,-0.029688,-0.34714,0.9114,-0.15991,1.5225,1.3994,0.69347,0.16924,-0.6237,0.71927,0.76991,0.24516,-0.3715,0.71136,-0.26334,0.10273
-0.29086,-0.74845,0.85357,0.97259,-0.39811,1.3584,1.0059,0.48386,0.48207,0.36467,-0.23458,-0.75584,0.43711,0.74132,0.35106,-0.14646,-0.3715,0.59546,-0.61122,0.28374
-0.29086,-0.63411,-0.5378,0.35871,0.26147,0.64796,-0.16698,0.44197,0.0071826,0.40005,0.52205,-0.17553,0.53041,0.61565,0.45831,-0.16331,-0.3715,-0.24927,-0.26193,0.069526
-0.29086,-0.51367,-0.27546,0.3915,-0.25805,0.94503,0.3983,0.46083,-0.062249,0.15293,-0.039777,-0.54542,0.48386,0.23006,1.4629,-0.33174,-0.3715,0.34937,-0.56991,0.12466
-0.29086,-0.83079,-0.16168,1.5714,-0.24478,1.5604,-1.2015,0.015406,-1.3586,-1.1573,1.6526,4.7043,0.2831,-1.3735,0.31245,-0.85105,-0.3715,-0.48117,-0.23725,0.76271
-0.29086,-0.88321,0.58853,2.1192,-0.30925,2.1367,0.60032,0.55297,-1.4491,-1.0517,0.48384,-0.99842,0.5069,-1.4194,1.7767,-1.08,-0.3715,-1.4796,-0.62845,0.10706
-0.29086,-0.46629,3.2904,0.044551,-0.22073,-0.15102,0.060339,0.34847,-0.40205,-0.97013,-1.0483,1.3654,0.41617,-0.68016,-0.24527,-0.41547,-0.3715,0.19326,-0.59532,-1.6019
-0.29086,-0.67538,0.64204,0.95321,-0.2173,0.56253,0.254,0.1475,-0.19881,-0.20397,1.1724,0.29784,0.25962,-0.24688,0.72845,-0.37098,-0.3715,-1.0672,0.072763,0.66446
-0.29086,-0.43663,-0.54654,1.6702,-0.47945,2.2006,-0.06772,0.55051,0.57077,0.61854,1.331,0.17997,0.395,-0.76659,1.4354,-0.12577,-0.3715,0.39067,0.20399,1.1217
-0.29086,0.6091,-0.15346,0.87772,-0.36628,0.24818,-0.060999,0.46133,0.11436,0.067643,0.58915,-0.59801,-1.4312,-0.026033,0.82762,-0.21408,-0.3715,-0.55166,-0.19016,-0.53157
-0.29086,0.13507,-0.54544,0.27111,-0.52674,-0.45923,1.1875,-0.0089481,0.24636,-0.47906,-0.60613,1.0207,0.52866,-0.39852,0.66875,-0.42732,-0.3715,1.1406,-0.61467,-1.1197
-0.29086,-0.62397,-0.89771,0.70525,0.4358,0.76643,-0.11774,0.054439,0.66536,-0.2408,-0.084453,0.023874,-1.7875,-0.26013,0.5515,-0.28019,-0.3715,0.22639,-0.70465,0.1126
-0.29086,-0.71359,0.33095,0.81775,0.40968,1.4685,-0.63525,0.33058,-1.3534,-1.3714,0.72764,-0.19044,0.37437,-1.2691,-0.51916,-1.1808,-0.3715,-0.75992,-0.4087,1.1413
-0.29086,-0.4513,0.817,0.14384,0.23301,0.17801,-0.15306,0.52739,-0.81419,-0.95405,-1.29,1.0528,0.25968,-1.1901,1.1748,-1.0243,-0.3715,-0.84549,-0.66641,-0.52998
-0.29086,-0.67737,0.069288,0.32473,0.35516,0.33495,-0.89326,0.39645,-0.80078,-0.51694,0.63395,4.1501,0.54942,-1.0245,1.7237,-1.0673,-0.3715,-0.50222,-0.85711,1.6792
