15.4
22.2
23.1
24.5
24.7
20.7
19.1
32.2
16.6
30.5
25.7
31.4
25.2
24.7
24.1
22.2
24.4
29.4
29.1
37.8
25.1
31.1
43.1
39.3
39.8
44.4
46.5
44.3
41.2
35.6
40.3
39.1
32.8
43.2
38.9
